person_id,day,dow,weekend,work_hours,screen_evening_h,sleep_hours,sleep_onset_h,steps,social_msgs,latent_stress,burnout,burnout_prob_true
266,39,4,False,8.74,2.79,7.44,24.28,8539,27,0.429,0,0.145
266,40,5,True,2.59,3.43,7.32,23.55,7410,34,0.429,0,0.145
266,41,6,True,4.09,2.71,5.6,25.53,7671,40,0.429,0,0.145
266,42,0,False,6.41,2.04,7.07,23.79,8565,23,0.429,0,0.145
266,43,1,False,8.73,2.33,6.95,23.67,8231,44,0.429,0,0.145
266,44,2,False,8.66,2.73,5.55,25.59,6823,26,0.429,0,0.145
266,45,3,False,7.75,2.45,5.62,24.85,6536,25,0.429,0,0.145
266,46,4,False,9.63,2.8,5.01,25.23,6157,32,0.429,0,0.145
266,47,5,True,4.18,1.46,6.32,23.45,5901,28,0.429,0,0.145
266,48,6,True,3.85,3.11,6.74,23.9,10084,25,0.429,0,0.145
266,49,0,False,7.18,2.3,7.09,23.78,5668,36,0.429,0,0.145
266,50,1,False,10.42,2.67,6.65,25.17,10113,34,0.429,0,0.145
266,51,2,False,8.82,2.75,3.98,22.89,7746,55,0.429,0,0.145
266,52,3,False,8.3,2.66,6.43,25.25,5750,24,0.429,0,0.145
266,53,4,False,8.89,2.88,6.24,24.28,7903,33,0.429,0,0.145
266,54,5,True,3.77,1.98,5.44,23.36,9448,43,0.429,0,0.145
266,55,6,True,2.43,3.38,5.19,24.49,7093,8,0.429,0,0.145
267,0,0,False,8.05,1.8,6.25,23.79,6243,42,0.115,0,0.0
267,1,1,False,10.49,2.2,6.79,22.94,10798,29,0.115,0,0.0
267,2,2,False,8.0,0.56,5.98,23.66,7521,47,0.115,0,0.0
267,3,3,False,8.28,2.16,7.12,22.45,8978,33,0.115,0,0.0
267,4,4,False,7.59,1.22,6.74,23.33,8973,21,0.115,0,0.0
267,5,5,True,3.78,2.16,6.41,23.78,9050,24,0.115,0,0.0
267,6,6,True,2.89,0.34,7.48,22.91,5950,13,0.115,0,0.0
267,7,0,False,8.35,1.77,6.18,23.38,7685,44,0.115,0,0.0
267,8,1,False,8.03,1.56,6.09,23.36,8361,31,0.115,0,0.0
267,9,2,False,7.56,2.0,6.63,22.77,5757,37,0.115,0,0.0
267,10,3,False,8.52,2.01,5.44,23.42,8962,32,0.115,0,0.0
267,11,4,False,7.39,2.55,7.14,22.77,7965,26,0.115,0,0.0
267,12,5,True,3.13,1.56,6.32,22.52,10302,32,0.115,0,0.0
267,13,6,True,5.87,2.7,7.91,22.2,8247,16,0.115,0,0.0
267,14,0,False,8.52,1.81,7.43,22.71,8372,37,0.115,0,0.0
267,15,1,False,8.02,2.32,6.74,23.7,8482,40,0.115,0,0.0
267,16,2,False,7.3,1.66,5.69,23.1,8337,22,0.115,0,0.0
267,17,3,False,8.84,1.69,6.31,23.24,7931,12,0.115,0,0.0
267,18,4,False,7.94,1.43,6.22,23.65,6922,29,0.115,0,0.0
267,19,5,True,3.01,1.14,7.83,24.25,6361,43,0.115,0,0.0
267,20,6,True,4.2,1.56,6.6,22.94,10289,50,0.115,0,0.0
267,21,0,False,7.78,2.76,5.57,23.52,6369,38,0.115,0,0.0
267,22,1,False,7.69,1.22,6.64,22.63,8747,44,0.115,0,0.0
267,23,2,False,8.16,1.66,6.91,23.67,6938,38,0.115,0,0.0
267,24,3,False,7.64,2.12,5.89,23.36,7511,46,0.115,0,0.0
267,25,4,False,7.5,2.01,6.11,22.47,7286,43,0.115,0,0.0
267,26,5,True,3.36,1.47,7.69,23.91,7045,38,0.115,0,0.0
267,27,6,True,3.76,2.63,7.15,23.83,10391,42,0.115,0,0.0
267,28,0,False,7.77,2.07,5.94,22.94,5360,45,0.115,0,0.0
267,29,1,False,9.1,0.71,6.08,22.94,8438,37,0.115,0,0.0
267,30,2,False,8.69,1.86,6.59,23.28,9424,27,0.115,0,0.0
267,31,3,False,7.29,1.32,6.71,22.41,4767,43,0.115,0,0.0
267,32,4,False,6.66,1.31,5.46,22.88,12060,33,0.115,0,0.0
267,33,5,True,2.68,1.23,6.92,23.75,8588,57,0.115,0,0.0
267,34,6,True,1.93,0.56,7.28,23.47,8535,23,0.115,0,0.0
267,35,0,False,7.49,1.96,6.58,23.6,6181,18,0.115,0,0.0
267,36,1,False,7.86,2.22,5.49,24.07,7153,48,0.115,0,0.0
267,37,2,False,9.82,0.87,6.74,24.19,6990,56,0.115,0,0.0
267,38,3,False,9.04,1.65,6.38,22.44,6646,43,0.115,0,0.0
267,39,4,False,7.77,2.05,7.2,23.83,8258,31,0.115,0,0.0
267,40,5,True,2.88,1.99,6.56,23.45,7222,36,0.115,0,0.0
267,41,6,True,2.11,1.56,7.64,23.72,8181,49,0.115,0,0.0
267,42,0,False,8.79,2.2,6.36,23.6,7024,39,0.115,0,0.0
267,43,1,False,9.29,2.4,6.0,23.82,5851,36,0.115,0,0.0
267,44,2,False,9.19,1.37,6.63,23.49,9609,32,0.115,0,0.0
267,45,3,False,8.89,1.43,6.16,23.26,7492,46,0.115,0,0.0
267,46,4,False,10.48,1.85,6.43,24.13,11293,35,0.115,0,0.0
267,47,5,True,3.03,1.05,6.48,22.42,7986,53,0.115,0,0.0
267,48,6,True,1.84,1.47,7.34,22.44,8937,12,0.115,0,0.0
267,49,0,False,7.78,0.91,5.9,23.19,7507,35,0.115,0,0.0
267,50,1,False,10.29,2.28,5.25,22.54,9689,37,0.115,0,0.0
267,51,2,False,9.32,2.47,6.22,23.34,6800,46,0.115,0,0.0
267,52,3,False,8.18,2.58,5.94,23.12,6860,52,0.115,0,0.0
267,53,4,False,8.01,1.78,6.28,23.86,12143,62,0.115,0,0.0
267,54,5,True,3.41,1.27,6.6,23.41,4951,30,0.115,0,0.0
267,55,6,True,3.57,0.88,7.37,22.97,7473,42,0.115,0,0.0
268,0,0,False,9.61,2.05,7.66,24.97,7599,16,0.411,0,0.067
268,1,1,False,7.8,3.02,7.07,24.48,3727,21,0.411,0,0.067
268,2,2,False,8.71,3.38,6.65,24.83,5526,11,0.411,0,0.067
268,3,3,False,10.13,2.6,6.68,22.9,7214,31,0.411,0,0.067
268,4,4,False,9.3,3.13,7.37,24.93,7116,46,0.411,0,0.067
268,5,5,True,2.53,3.3,7.28,23.82,7043,35,0.411,0,0.067
268,6,6,True,5.67,3.53,8.08,23.8,10170,34,0.411,0,0.067
268,7,0,False,8.24,2.25,8.14,24.82,8910,31,0.411,0,0.067
268,8,1,False,8.43,1.67,5.86,22.71,10499,24,0.411,0,0.067
268,9,2,False,8.73,2.4,5.01,22.43,9433,47,0.411,0,0.067
268,10,3,False,10.48,3.04,5.51,24.95,7025,35,0.411,0,0.067
268,11,4,False,9.58,3.2,7.55,23.79,8582,26,0.411,0,0.067
268,12,5,True,4.83,3.36,5.67,23.94,4482,14,0.411,0,0.067
268,13,6,True,3.88,2.65,7.0,24.44,7151,18,0.411,0,0.067
268,14,0,False,7.75,1.74,5.82,23.31,9141,31,0.411,0,0.067
268,15,1,False,8.27,3.24,7.39,23.56,8937,40,0.411,0,0.067
268,16,2,False,8.98,2.71,6.32,24.35,3572,39,0.411,0,0.067
268,17,3,False,7.86,2.35,8.59,23.65,7575,34,0.411,0,0.067
268,18,4,False,9.68,2.5,7.09,23.88,4453,18,0.411,0,0.067
268,19,5,True,3.69,3.07,7.77,24.08,7764,28,0.411,0,0.067
268,20,6,True,4.17,2.17,7.3,24.65,7906,20,0.411,0,0.067
268,21,0,False,8.3,3.52,6.52,22.75,5510,13,0.411,0,0.067
268,22,1,False,7.65,2.91,6.09,22.91,8862,26,0.411,0,0.067
268,23,2,False,9.31,3.18,5.24,22.86,7037,0,0.411,0,0.067
268,24,3,False,11.31,2.96,6.52,24.29,7984,33,0.411,0,0.067
268,25,4,False,10.1,3.43,8.25,23.22,5128,17,0.411,0,0.067
268,26,5,True,4.02,1.63,5.93,24.33,6971,28,0.411,0,0.067
268,27,6,True,5.41,3.34,7.45,23.05,7402,20,0.411,0,0.067
268,28,0,False,9.0,2.17,6.69,23.63,5569,16,0.411,0,0.067
268,29,1,False,10.87,2.28,7.58,23.77,7084,30,0.411,0,0.067
268,30,2,False,8.94,2.7,7.1,22.83,6652,29,0.411,0,0.067
268,31,3,False,9.89,2.45,6.4,24.5,4504,40,0.411,0,0.067
268,32,4,False,8.38,3.34,7.76,23.58,8435,25,0.411,0,0.067
268,33,5,True,3.04,2.94,8.01,23.09,5033,31,0.411,0,0.067
268,34,6,True,5.42,2.7,8.4,24.77,8996,27,0.411,0,0.067
268,35,0,False,8.6,2.8,5.54,24.56,6373,27,0.411,0,0.067
268,36,1,False,9.07,2.25,6.11,24.19,5262,18,0.411,0,0.067
268,37,2,False,8.39,2.76,5.11,23.3,3484,13,0.411,0,0.067
268,38,3,False,8.84,2.91,6.7,23.87,6121,41,0.411,0,0.067
268,39,4,False,8.79,1.84,7.9,23.17,6549,39,0.411,0,0.067
268,40,5,True,3.14,3.39,7.33,24.31,8040,27,0.411,0,0.067
268,41,6,True,5.36,3.18,5.6,23.53,8864,5,0.411,0,0.067
268,42,0,False,8.44,3.37,6.92,23.47,8064,51,0.411,0,0.067
268,43,1,False,8.34,1.99,8.23,24.72,6571,30,0.411,0,0.067
268,44,2,False,10.13,3.24,7.48,23.24,6606,49,0.411,0,0.067
268,45,3,False,9.93,3.73,6.82,23.49,5582,25,0.411,0,0.067
268,46,4,False,10.5,2.8,5.28,23.11,10514,21,0.411,0,0.067
268,47,5,True,4.08,3.27,6.95,21.98,5861,20,0.411,0,0.067
268,48,6,True,2.38,3.59,7.98,24.91,6360,27,0.411,0,0.067
268,49,0,False,10.31,1.67,8.34,24.84,7631,23,0.411,0,0.067
268,50,1,False,7.96,3.14,8.05,24.2,7969,36,0.411,0,0.067
268,51,2,False,9.46,3.03,8.06,24.37,7214,21,0.411,0,0.067
268,52,3,False,10.11,2.78,6.73,24.36,7047,33,0.411,0,0.067
268,53,4,False,9.48,2.52,7.46,21.81,7888,19,0.411,0,0.067
268,54,5,True,4.96,1.63,6.74,24.23,7498,22,0.411,0,0.067
268,55,6,True,4.91,1.94,7.33,23.39,8855,23,0.411,0,0.067
269,0,0,False,8.04,1.94,6.61,22.93,8123,24,0.139,0,0.0
269,1,1,False,8.26,1.91,5.06,23.41,10319,35,0.139,0,0.0
269,2,2,False,8.07,1.49,8.34,24.51,10373,57,0.139,0,0.0
269,3,3,False,7.01,1.15,8.67,23.22,6529,41,0.139,0,0.0
269,4,4,False,6.77,2.07,6.07,23.79,6462,24,0.139,0,0.0
269,5,5,True,1.77,2.12,6.81,23.78,8501,42,0.139,0,0.0
269,6,6,True,1.77,1.82,7.23,22.87,7803,40,0.139,0,0.0
269,7,0,False,6.19,1.65,6.56,22.61,4670,35,0.139,0,0.0
269,8,1,False,6.89,0.89,6.06,23.44,8360,34,0.139,0,0.0
269,9,2,False,9.02,2.32,5.79,22.98,4572,50,0.139,0,0.0
269,10,3,False,7.4,3.22,6.33,23.19,8622,54,0.139,0,0.0
269,11,4,False,9.82,1.91,6.59,22.98,10561,43,0.139,0,0.0
269,12,5,True,2.09,2.48,7.73,22.93,7757,24,0.139,0,0.0
269,13,6,True,3.86,1.59,6.39,24.09,9021,14,0.139,0,0.0
269,14,0,False,8.59,0.74,6.06,23.54,8382,28,0.139,0,0.0
269,15,1,False,6.55,2.99,7.71,23.14,7666,29,0.139,0,0.0
269,16,2,False,7.57,1.9,7.18,22.38,8340,51,0.139,0,0.0
269,17,3,False,7.51,1.3,7.41,22.69,5735,17,0.139,0,0.0
269,18,4,False,8.35,1.13,5.42,23.36,6084,42,0.139,0,0.0
269,19,5,True,3.18,1.93,6.66,23.72,6337,47,0.139,0,0.0
269,20,6,True,2.43,1.83,7.48,23.98,8939,31,0.139,0,0.0
269,21,0,False,8.43,2.57,7.35,23.4,8075,40,0.139,0,0.0
269,22,1,False,8.71,1.82,6.76,23.37,5631,30,0.139,0,0.0
269,23,2,False,8.88,3.09,6.7,23.23,6932,12,0.139,0,0.0
269,24,3,False,9.44,1.44,5.47,23.46,7760,57,0.139,0,0.0
269,25,4,False,8.37,2.87,7.16,22.98,11546,52,0.139,0,0.0
269,26,5,True,3.29,2.59,7.51,23.43,9294,57,0.139,0,0.0
269,27,6,True,3.96,1.92,7.42,22.46,8771,42,0.139,0,0.0
269,28,0,False,8.31,2.04,6.18,23.8,9313,37,0.139,0,0.0
269,29,1,False,7.98,1.9,6.88,23.59,5293,31,0.139,0,0.0
269,30,2,False,6.62,1.59,7.52,22.77,5377,23,0.139,0,0.0
269,31,3,False,8.16,2.34,6.67,22.18,6704,52,0.139,0,0.0
269,32,4,False,7.99,0.66,6.06,22.18,7040,37,0.139,0,0.0
269,33,5,True,2.55,1.68,8.73,23.42,8018,44,0.139,0,0.0
269,34,6,True,3.5,2.16,9.2,22.9,10447,48,0.139,0,0.0
269,35,0,False,6.44,2.24,5.97,23.35,9637,37,0.139,0,0.0
269,36,1,False,5.7,2.39,5.54,23.05,9625,24,0.139,0,0.0
269,37,2,False,8.39,1.48,5.05,22.91,6770,23,0.139,0,0.0
269,38,3,False,7.91,1.96,6.35,23.09,8789,22,0.139,0,0.0
269,39,4,False,9.1,1.53,6.4,22.8,5988,46,0.139,0,0.0
269,40,5,True,1.87,2.23,7.54,23.17,10240,37,0.139,0,0.0
269,41,6,True,0.51,1.53,9.24,23.33,8426,46,0.139,0,0.0
269,42,0,False,9.35,1.35,6.67,23.3,5574,34,0.139,0,0.0
269,43,1,False,8.11,1.79,8.1,23.73,8292,36,0.139,0,0.0
269,44,2,False,8.66,1.77,5.53,22.63,8155,49,0.139,0,0.0
269,45,3,False,7.45,2.47,6.98,23.94,6071,24,0.139,0,0.0
269,46,4,False,9.69,0.86,6.93,24.17,8416,51,0.139,0,0.0
269,47,5,True,4.08,2.42,7.52,22.69,6363,34,0.139,0,0.0
269,48,6,True,0.84,2.28,8.99,23.33,9112,24,0.139,0,0.0
269,49,0,False,7.76,1.96,6.48,23.53,6763,37,0.139,0,0.0
269,50,1,False,8.37,2.76,6.72,22.98,7548,41,0.139,0,0.0
269,51,2,False,6.96,1.47,6.74,22.2,7563,31,0.139,0,0.0
269,52,3,False,8.47,1.38,6.33,23.28,6689,26,0.139,0,0.0
269,53,4,False,7.21,0.63,5.93,23.62,5428,25,0.139,0,0.0
269,54,5,True,2.41,2.32,6.33,22.93,10547,37,0.139,0,0.0
269,55,6,True,3.36,1.26,6.78,23.84,9040,42,0.139,0,0.0
270,0,0,False,7.05,1.9,6.25,22.07,8887,41,0.276,0,0.001
270,1,1,False,8.25,1.92,6.67,22.44,5477,49,0.276,0,0.001
270,2,2,False,6.1,2.81,7.72,23.57,8046,34,0.276,0,0.001
270,3,3,False,5.98,1.93,7.75,23.66,7912,33,0.276,0,0.001
270,4,4,False,7.43,1.57,7.34,22.95,11490,29,0.276,0,0.001
270,5,5,True,3.47,3.31,7.56,22.65,8081,15,0.276,0,0.001
270,6,6,True,2.9,1.68,6.99,24.51,11512,15,0.276,0,0.001
270,7,0,False,6.34,2.34,6.4,22.66,7769,32,0.276,0,0.001
270,8,1,False,7.77,3.03,7.43,23.47,9991,41,0.276,0,0.001
270,9,2,False,8.21,0.73,5.37,23.27,8807,18,0.276,0,0.001
270,10,3,False,9.19,3.16,6.93,23.9,9201,36,0.276,0,0.001
270,11,4,False,8.17,2.2,7.31,24.16,6001,32,0.276,0,0.001
270,12,5,True,3.57,1.39,7.67,23.44,11877,39,0.276,0,0.001
270,13,6,True,3.18,2.57,7.26,22.52,8853,16,0.276,0,0.001
270,14,0,False,7.8,2.38,5.55,23.52,10352,27,0.276,0,0.001
270,15,1,False,7.16,2.96,6.75,23.55,8932,34,0.276,0,0.001
270,16,2,False,7.35,1.61,8.04,23.89,10481,30,0.276,0,0.001
270,17,3,False,9.36,1.83,5.28,23.9,9541,43,0.276,0,0.001
270,18,4,False,8.55,1.89,6.89,23.83,8028,28,0.276,0,0.001
270,19,5,True,1.97,2.42,7.37,22.59,11875,18,0.276,0,0.001
270,20,6,True,2.42,2.45,7.48,23.02,7539,31,0.276,0,0.001
270,21,0,False,8.09,3.16,5.68,23.62,7891,36,0.276,0,0.001
270,22,1,False,7.84,2.93,7.12,24.46,8316,32,0.276,0,0.001
270,23,2,False,7.72,1.41,6.88,23.88,8965,28,0.276,0,0.001
270,24,3,False,6.95,1.81,6.75,24.32,5758,48,0.276,0,0.001
270,25,4,False,6.01,3.4,5.72,24.56,7462,46,0.276,0,0.001
270,26,5,True,0.78,2.65,8.01,23.79,9848,43,0.276,0,0.001
270,27,6,True,3.3,2.04,6.11,24.22,10628,39,0.276,0,0.001
270,28,0,False,8.91,2.47,6.22,24.37,7453,34,0.276,0,0.001
270,29,1,False,8.7,3.15,4.2,24.19,7516,38,0.276,0,0.001
270,30,2,False,6.27,1.87,7.56,24.39,7900,50,0.276,0,0.001
270,31,3,False,8.15,2.52,5.92,23.29,8809,9,0.276,0,0.001
270,32,4,False,8.26,2.59,6.6,24.57,7467,30,0.276,0,0.001
270,33,5,True,2.73,2.14,7.07,23.22,10695,46,0.276,0,0.001
270,34,6,True,4.28,2.75,6.4,23.55,12137,30,0.276,0,0.001
270,35,0,False,8.55,1.42,7.04,23.15,7792,5,0.276,0,0.001
270,36,1,False,8.1,2.86,7.37,23.34,9345,42,0.276,0,0.001
270,37,2,False,7.39,2.9,6.33,22.71,7146,35,0.276,0,0.001
270,38,3,False,6.65,1.09,6.92,23.84,7781,33,0.276,0,0.001
270,39,4,False,8.81,1.3,4.39,24.15,8743,38,0.276,0,0.001
270,40,5,True,2.29,2.43,8.06,23.74,8218,35,0.276,0,0.001
270,41,6,True,4.46,2.41,6.26,24.76,8538,25,0.276,0,0.001
270,42,0,False,7.52,2.62,6.09,22.49,8846,35,0.276,0,0.001
270,43,1,False,8.24,1.7,6.25,23.89,8326,36,0.276,0,0.001
270,44,2,False,9.67,2.47,7.0,22.97,6468,39,0.276,0,0.001
270,45,3,False,7.68,1.27,7.0,24.3,6592,15,0.276,0,0.001
270,46,4,False,9.58,3.1,7.44,23.04,7751,37,0.276,0,0.001
270,47,5,True,4.03,2.25,9.38,24.01,9213,31,0.276,0,0.001
270,48,6,True,3.37,2.56,6.29,22.8,7907,29,0.276,0,0.001
270,49,0,False,8.33,2.06,6.59,22.64,10015,19,0.276,0,0.001
270,50,1,False,8.47,1.71,6.93,24.66,9426,24,0.276,0,0.001
270,51,2,False,8.4,2.11,5.52,24.28,11696,46,0.276,0,0.001
270,52,3,False,6.95,3.57,6.1,23.33,7083,34,0.276,0,0.001
270,53,4,False,6.11,1.74,7.57,25.36,4876,43,0.276,0,0.001
270,54,5,True,1.93,2.05,6.17,24.28,9880,34,0.276,0,0.001
270,55,6,True,3.92,2.7,6.28,23.83,8069,25,0.276,0,0.001
271,0,0,False,10.53,2.71,4.56,22.86,5558,32,0.469,0,0.257
271,1,1,False,10.81,3.61,7.1,25.46,8952,39,0.469,0,0.257
271,2,2,False,8.99,2.38,5.0,23.69,5318,24,0.469,0,0.257
271,3,3,False,8.56,3.44,6.06,25.14,7242,18,0.469,0,0.257
271,4,4,False,10.68,3.61,6.35,23.52,11361,28,0.469,0,0.257
271,5,5,True,4.72,3.82,7.26,23.04,8459,23,0.469,0,0.257
271,6,6,True,3.82,3.11,6.44,23.73,8959,13,0.469,0,0.257
271,7,0,False,8.55,3.08,6.39,23.38,7171,13,0.469,0,0.257
271,8,1,False,8.1,1.79,5.97,24.43,6824,5,0.469,0,0.257
271,9,2,False,9.74,3.03,5.35,23.23,9267,32,0.469,0,0.257
271,10,3,False,9.58,2.0,6.74,23.12,5796,27,0.469,0,0.257
271,11,4,False,9.36,2.93,6.29,23.02,4961,32,0.469,0,0.257
271,12,5,True,4.08,2.61,6.37,24.11,8083,35,0.469,0,0.257
271,13,6,True,4.58,2.85,6.59,24.26,4391,27,0.469,0,0.257
271,14,0,False,7.27,3.16,7.09,21.82,8934,27,0.469,0,0.257
271,15,1,False,9.38,3.51,6.42,24.15,6180,19,0.469,0,0.257
271,16,2,False,10.88,3.51,6.66,23.2,8456,23,0.469,0,0.257
271,17,3,False,11.11,3.74,5.4,23.4,7584,41,0.469,0,0.257
271,18,4,False,9.98,1.6,6.62,25.04,7603,33,0.469,0,0.257
271,19,5,True,5.73,3.75,7.29,24.33,8661,33,0.469,0,0.257
271,20,6,True,3.64,3.54,5.81,23.5,8114,40,0.469,0,0.257
271,21,0,False,9.68,3.09,6.55,22.3,8903,17,0.469,0,0.257
271,22,1,False,8.2,4.77,6.67,24.14,7553,40,0.469,0,0.257
271,23,2,False,7.76,2.56,7.31,24.01,8472,21,0.469,0,0.257
271,24,3,False,9.44,2.57,4.61,24.87,6528,15,0.469,0,0.257
271,25,4,False,7.86,2.92,5.45,25.62,9546,29,0.469,0,0.257
271,26,5,True,2.88,3.47,7.09,23.41,9044,30,0.469,0,0.257
271,27,6,True,3.06,2.06,7.97,24.65,8487,33,0.469,0,0.257
271,28,0,False,9.76,2.65,5.88,25.54,6927,46,0.469,0,0.257
271,29,1,False,12.22,3.07,4.53,23.95,8036,27,0.469,0,0.257
271,30,2,False,10.18,2.62,6.65,24.38,8570,18,0.469,0,0.257
271,31,3,False,9.81,2.3,6.59,24.47,6424,17,0.469,0,0.257
271,32,4,False,8.52,3.58,6.62,24.94,9608,35,0.469,0,0.257
271,33,5,True,3.8,0.96,7.48,26.07,7602,27,0.469,0,0.257
271,34,6,True,5.61,3.23,7.27,23.67,9140,30,0.469,0,0.257
271,35,0,False,9.29,2.22,8.56,24.05,6418,21,0.469,0,0.257
271,36,1,False,7.77,2.76,5.89,24.89,6007,14,0.469,0,0.257
271,37,2,False,6.86,3.13,6.87,21.07,8549,21,0.469,0,0.257
271,38,3,False,9.92,4.06,4.54,23.53,9468,38,0.469,0,0.257
271,39,4,False,8.73,3.46,6.67,24.89,9500,27,0.469,0,0.257
271,40,5,True,4.67,2.84,7.66,23.39,9384,32,0.469,0,0.257
271,41,6,True,4.79,2.84,5.89,23.97,6542,24,0.469,0,0.257
271,42,0,False,7.31,2.95,7.28,24.85,5379,30,0.469,0,0.257
271,43,1,False,11.39,2.57,6.67,25.09,5682,31,0.469,0,0.257
271,44,2,False,9.84,2.71,4.78,25.13,5264,5,0.469,0,0.257
271,45,3,False,7.45,2.66,4.67,22.98,6861,41,0.469,0,0.257
271,46,4,False,9.34,3.05,7.82,25.52,6497,18,0.469,0,0.257
271,47,5,True,3.19,3.06,8.19,23.09,8593,26,0.469,0,0.257
271,48,6,True,5.31,3.45,5.77,24.76,8270,31,0.469,0,0.257
271,49,0,False,7.58,1.67,5.91,23.16,7626,21,0.469,0,0.257
271,50,1,False,8.93,3.06,6.93,24.67,9926,29,0.469,0,0.257
271,51,2,False,7.62,3.52,6.48,24.72,9181,25,0.469,0,0.257
271,52,3,False,8.59,4.14,4.91,23.63,9243,26,0.469,0,0.257
271,53,4,False,8.3,3.4,7.57,24.19,5555,29,0.469,0,0.257
271,54,5,True,4.26,2.28,8.32,24.52,7225,34,0.469,0,0.257
271,55,6,True,4.39,2.53,5.55,23.78,7750,30,0.469,0,0.257
272,0,0,False,8.73,2.23,7.31,22.8,10105,56,0.121,0,0.0
272,1,1,False,9.21,0.95,7.77,23.68,10047,28,0.121,0,0.0
272,2,2,False,6.48,2.77,6.26,22.82,6086,19,0.121,0,0.0
272,3,3,False,7.96,2.42,6.81,23.19,10530,52,0.121,0,0.0
272,4,4,False,7.02,1.98,6.69,23.1,9184,51,0.121,0,0.0
272,5,5,True,0.67,2.0,7.3,23.14,10483,34,0.121,0,0.0
272,6,6,True,1.96,2.34,6.32,22.9,8065,53,0.121,0,0.0
272,7,0,False,8.11,1.03,6.77,22.68,8909,23,0.121,0,0.0
272,8,1,False,6.43,2.29,6.16,23.92,5171,42,0.121,0,0.0
272,9,2,False,7.47,2.3,6.3,23.58,8066,37,0.121,0,0.0
272,10,3,False,9.27,1.9,6.16,22.77,9214,48,0.121,0,0.0
272,11,4,False,8.63,2.91,6.8,22.97,10528,23,0.121,0,0.0
272,12,5,True,1.88,1.91,6.48,23.55,8682,47,0.121,0,0.0
272,13,6,True,3.18,3.0,5.97,23.51,9529,38,0.121,0,0.0
272,14,0,False,7.54,2.06,5.22,22.22,7235,16,0.121,0,0.0
272,15,1,False,8.34,1.26,6.54,23.41,8219,43,0.121,0,0.0
272,16,2,False,7.46,1.81,6.23,23.74,6437,40,0.121,0,0.0
272,17,3,False,9.47,2.13,6.16,23.43,7458,47,0.121,0,0.0
272,18,4,False,8.39,1.95,7.56,23.29,6251,37,0.121,0,0.0
272,19,5,True,2.38,1.83,7.52,23.62,7661,36,0.121,0,0.0
272,20,6,True,2.46,1.97,7.47,23.22,7460,35,0.121,0,0.0
272,21,0,False,9.1,1.18,7.53,22.37,8739,30,0.121,0,0.0
272,22,1,False,7.91,2.28,7.23,23.92,6108,27,0.121,0,0.0
272,23,2,False,7.35,1.39,6.87,23.66,5641,25,0.121,0,0.0
272,24,3,False,7.75,1.83,7.67,22.6,7603,49,0.121,0,0.0
272,25,4,False,7.4,2.27,6.24,23.1,9264,33,0.121,0,0.0
272,26,5,True,1.9,2.25,6.53,23.63,8727,27,0.121,0,0.0
272,27,6,True,3.48,1.57,7.03,22.21,7494,48,0.121,0,0.0
272,28,0,False,8.1,2.52,6.5,23.28,10905,40,0.121,0,0.0
272,29,1,False,9.56,1.56,6.39,22.84,9244,27,0.121,0,0.0
272,30,2,False,9.6,0.86,6.57,22.94,8810,28,0.121,0,0.0
272,31,3,False,8.14,2.08,6.95,24.17,8353,33,0.121,0,0.0
272,32,4,False,7.73,0.97,7.24,22.74,10019,27,0.121,0,0.0
272,33,5,True,0.99,0.4,7.79,23.92,9851,26,0.121,0,0.0
272,34,6,True,1.49,1.57,7.81,23.11,7079,27,0.121,0,0.0
272,35,0,False,8.13,2.57,7.02,22.81,8401,46,0.121,0,0.0
272,36,1,False,7.89,0.88,6.1,21.57,8910,49,0.121,0,0.0
272,37,2,False,9.42,1.81,5.97,23.14,8676,49,0.121,0,0.0
272,38,3,False,8.31,0.85,7.15,22.26,8751,53,0.121,0,0.0
272,39,4,False,6.32,1.78,6.54,23.26,9699,30,0.121,0,0.0
272,40,5,True,3.35,1.7,7.28,22.53,10927,38,0.121,0,0.0
272,41,6,True,3.28,2.53,7.0,23.13,6646,38,0.121,0,0.0
272,42,0,False,9.33,1.83,6.02,23.73,6326,30,0.121,0,0.0
272,43,1,False,7.29,2.4,6.76,22.96,7714,38,0.121,0,0.0
272,44,2,False,8.16,1.95,6.13,23.83,10877,51,0.121,0,0.0
272,45,3,False,9.18,3.29,6.11,22.93,6396,34,0.121,0,0.0
272,46,4,False,6.72,2.66,6.75,23.1,6854,24,0.121,0,0.0
272,47,5,True,2.17,2.84,8.0,23.66,6074,36,0.121,0,0.0
272,48,6,True,2.45,1.45,7.24,22.8,8527,28,0.121,0,0.0
272,49,0,False,7.32,0.0,6.65,23.59,7280,48,0.121,0,0.0
272,50,1,False,7.09,1.13,7.33,22.99,8834,22,0.121,0,0.0
272,51,2,False,7.8,1.67,6.33,23.08,8761,38,0.121,0,0.0
272,52,3,False,8.48,0.67,7.64,23.15,7701,40,0.121,0,0.0
272,53,4,False,7.78,1.93,6.34,23.56,6069,39,0.121,0,0.0
272,54,5,True,2.18,0.77,7.97,23.07,10851,44,0.121,0,0.0
272,55,6,True,1.95,2.56,7.03,22.92,7842,28,0.121,0,0.0
273,0,0,False,7.81,2.72,6.32,23.36,6942,36,0.218,0,0.0
273,1,1,False,8.36,1.58,8.09,23.88,8537,46,0.218,0,0.0
273,2,2,False,8.11,2.65,7.66,24.36,8553,32,0.218,0,0.0
273,3,3,False,9.67,1.39,6.12,22.05,6779,30,0.218,0,0.0
